"id","item_number","title","slug","description_short","description_long","image","price","offerprice","stock","brand_id","is_active","created_at","updated_at"
29,556655,"Bc 62-SW 5 med LR Baggs Anthem SL","bc_62-sw_5_med_lr_baggs_anthem_sl","Femstrenget akustisk/elektrisk jumbobas med cutaway, dæk af sitkagran, krop af valnød, gribebræt af ibenholt og L.R. Baggs-system.","Femstrenget akustisk/elektrisk jumbobas med cutaway, dæk af sitkagran, krop af valnød, gribebræt af ibenholt og L.R. Baggs-system.
Furch Bc 62-SW 5 er en femstrenget akustisk/elektrisk bas, designet til at levere en helt superb sound. Dækket har et specielt designet lydhul, der forstærker responsen i de dybe frekvenser. Kombinationen af et dæk i sitkagran og sider og bund i sort valnød, giver en perfekt tonal balance. 

Bassen leveres med et L.R. Baggs Anthem SL-system med både piezo- og kondensatormikrofon for en meget dynamisk og naturtro sound.

Specifikationer
Dæk: Solid sitkagran
Sider og bund: Solid sort valnød
Hals: Mahogni
Bredde ved saddel: 45 mm
Mensur/skala: 860 mm
Gribebræt: Ibelholt
Mekanik: Black Chrome
Pickup: L.R. Baggs Anthem SL med piezo- og kondensatormikrofon","bc-62-sw.jpeg",14965,0,4,12,1,"2023-10-17 07:38:54","2023-10-17 07:38:54"
30,579594,"CB-60SCE LR Natural","cb-60sce_lr_natural","Akustisk/elektrisk bas med massivt grandæk, lamineret sider og bund af mahogni, cutaway concert-form og Fishman Classic Design pickupsystem.","Akustisk/elektrisk bas med massivt grandæk, lamineret sider og bund af mahogni, cutaway concert-form og Fishman Classic Design pickupsystem.
CB-60SCE er en akustisk basguitar med cutaway og krop i Concert-størrelse, massivt grandæk, sider og bund af mahogni og Fenders Easy-To-Play halsprofil. Dette er en super ‘go-to’ bas i akustiske jam-sammenhænge, men har også et fleksibelt integreret pickupsystem fra Fishman som lader dig tilslutte forstærker/PA-system!

Specifikationer
Kropsform: Concert Cutaway
Dæk: Massivt gran
Sider og bund: Lamineret mahogni
Bracings: Skalloperet “X”
Hals: Mahogni
Halsprofil: Fender Easy-To-Play
Mensur/skala: 32” (813 mm)
Gribebræt: Laurel
Radius: 12” (305 mm)
Bånd: 22 Vintage Style
Oversadel: 43 mm, plast
Truss Rod: 2-vejs
Bro: Rosewood
Stemmeskruer: Støbt, krom
Elektronik: Fishman Classic Design pickup/preamp med volumekontrol","cb-60SCE-natural.jpeg",2449,0,5,2,1,"2023-10-17 07:38:54","2023-10-17 07:38:54"
31,565450,"SJB5F CF Natural Satin","sjb5f_cf_natural_satin","Akustisk/elektrisk jumbo bas med dæk af massiv gran, sider og bund af mahogni, mahognihals med gribebræt af Ovangkol og Fishman Isys+ pickup system.","Akustisk/elektrisk jumbo bas med dæk af massiv gran, sider og bund af mahogni, mahognihals med gribebræt af Ovangkol og Fishman Isys+ pickup system.
Der er ikke mange, der ved det, men Cort er verdens største producent af guitarer og basser. Firmaet, der har fabrikker i Korea, Indonesien og Kina, laver ikke bare instrumenterne, der sælges under eget navn, men det er også dem, der producerer de billigere guitarer, basser, ja, sågar forstærkere for firmaer, som Fender, Ibanez, Lakland, G&L, Washburn og mange flere. Sådan en position får man ikke, hvis man ikke leverer varen, og Cort har da også altid leveret ren kvalitet til meget små priser. Ser man på deres dyrere modeller, forbavses man over det høje niveau af håndværk, og celebre musikere, som Larry Coryell, Hiram Bullock og T.M. Stevens har kastet deres kærlighed på Cort. Synes du, det lyder fristende? Det kan være, du spiller på en Cort uden at vide det… 

Cort akustiske basser er fremstillet af nøje udvalgte træsorter og udstyret med aktivt pickupsystem. Basserne leverer en stor tone ved akustisk brug og fungerer optimalt elektrisk med det indbyggede pickupsystem.

Specifikationer
Konstruktion: Dovetail
Cutaway: Venetian Cutaway
Krop: Acoustic Bass Deep Body Depth (110x135mm)
Dæk: Massiv gran
Sider: Lamineret mahogni
Bund: Lamineret mahogni
Bindinger: Multi
Hals: Mahogni
Gribebræt: Ovangkol
Indlæg i gribebræt: Dots
Skalalængde: 34""
Stol: Ovangkol
Elektronik: Fishman Isys Plus Preamp med Sonicore pickup
Strenge: D'Addario YB-PBB 170 Strings
Bracing: Advanced Scalloped X-Bracing
Inkl. gigbag
","SJB5F-CF-natural-satin.jpeg",3532,0,7,13,1,"2023-10-17 07:38:54","2023-10-17 07:38:54"
32,482055,"NP-12 Piaggero Black","np-12_piaggero_black","Begynderklaver i slankt design med 61 anslagsdynamiske tangenter. 64 toners polyfoni, 10 forskellige lyde og indbyggede højttalere.","Begynderklaver i slankt design med 61 anslagsdynamiske tangenter. 64 toners polyfoni, 10 forskellige lyde og indbyggede højttalere.
Med det slanke design og 61 anslagsfølsomme tangenter laver Yamaha et begynderklaver, der er både stilfuldt og funktionelt på samme tid. Der er lagt vægt på en simpel brugerflade, der kun rummer det mest nødvendige. Det udelukker dog ikke, at du finder 10 forskellige lyde og en række indstillingsmuligheder, der gør instrumentet meget alsidigt. Tangentanslaget er gradvis vægtet, hvilket dækker over forskellen i tangentmodstanden ved anslag af høje og lave toner.  

Highlights
61 anslagsfølsomme tangenter
64 toners polyfoni
10 valgbare lyde og rumklangseffekt
Metronom og tune/transpose funktion
Indbygget 2 x 6W højttalersystem (12cm x 6cm) x 2
Mulighed for batteridrift
MIDI ind- og udgang
USB TO HOST terminal
Hovedtelefonudgang
Auto-sluk funktion
Leveres inklusive strømforsyning
Dimensioner 1036 x 105 x 259 mm
Vægt 4.5 kg","np-12-piaggero-black.jpeg",1399,0,25,7,1,"2023-10-17 07:38:54","2023-10-17 07:38:54"
33,148995,"SV1 73 Black","sv1_73_black","Stage Vintage Piano med 73 tangenters RH3 vægtede hammermekaniker.","Korg Stagepiano
Stage Vintage Piano med 73 tangenters RH3 vægtede hammermekaniker.
Stage Vintage Piano SV-1, tilbyder en fantastisk opsætning af de mest anerkendte og anvendte elektriske og akustiske pianoer, clavinetter, orgler samt  strygerlyde og synths. Hver lyd er en detaljeret og autentisk genskabning med hele det dynamiske omfang og udtryk, som er synonymt med originalinstrumentet. SV-1 indeholder desuden præcis de effekter, forstærkere og højtalerkabinetter, som gav disse lyde deres unikke karakter - alt indpakket i et skønt vintage-design med et overskueligt og brugervenligt interface. Her findes alle de elpianoer, du behøver. Den akustiske pianodel indeholder bl.a. både tyske og japanske flygelgiganter, et opretstående piano samt et japansk elektro-akustiskt piano, populært i slutningen af 70’erne indtil midten af 80’erne. Alle disse lyde er selvfølgelig samplet i flere dynamiske trin. Orgeldelen inkluderer flere varianter af et klassisk tonehjulsorgel, de mest kendte engelske og italienske combo-orgler og et unikt rørdrevet orgel. 

Clavinet-delen indeholder flere forskellige toneopsætninger plus et andet instrument fra samme producent. Du finder endda båndbaserede og analoge strygere, kor og et antal fede analoge syntlyde. Dette er bare en smule af, hvad SV-1 har at tilbyde. Korg har ikke sparet på noget for at tilbyde de bedste og mest autentiske lyde sammen med den bedste spilbarhed, som kan opdrives i dag. SV-1 Stage Vintage er udstyret med Korgs bedste vægtede hammermekanik (RH3) og findes med 73 eller 88 tangenter. Stativ og gigbag findes som tilvalg.

Highlights Korg SV1 73
36 sounds, 6 banks × 6 variationer, samt 8 favoritpladser
Lydudgange: L, R, 2 × XLR, og L/Mono, R, 2 × 1/4"" jack samt hovedtelefonsudgang
Indgange: L/Mono, R, USB Type B MIDI in / out, Damper-pedal: Korg DS-2H sustain-pedal (medfølger) og Pedal 1: Footswitch, pedal 2: Volume/expression 
Inkluderet tilbehør: netkabel, brugsanvisning, nodestativl samt Korg DS-2H sustain-pedal
Bonus software: SV-1 Editor (Windows / Mac)
Ekstra tilbehør (ikke inkl.) : Taske og stativ, XVP-10 volume-/expression-pedal, EXP-2 volume-/expression-pedal samt PS-100 footswitch-pedal.



","SV1-73-black.jpeg",10099,0,17,14,1,"2023-10-17 07:38:54","2023-10-17 07:38:54"
34,565728,"Piano 4","piano_4","Stage Piano med 88 Triple Sensor Virtual Hammer Action tangenter med vægtet dynamisk kontrol og adgang til over 1000 kvalitets samplede instrumenter. Kompatibelt med Nord Piano Library og Nord Sample Library.","Stage Piano med 88 Triple Sensor Virtual Hammer Action tangenter med vægtet dynamisk kontrol og adgang til over 1000 kvalitets samplede instrumenter. Kompatibelt med Nord Piano Library og Nord Sample Library.
Nord Piano 4 indeholder fantastiske performance funktioner som Seamless Transitions, dedikerede klaverfiltre og Split Point Crossfades som giver et live-fokuseret instrument med enestående klaver følelse. Når man skifter lyd på Nord Piano 4 har den glidende overgange som gør at lydene skifter gradvist uden ophold. Man kan kombinere 2 lyd-afsnit i lag eller med split. Der findes 7 split-punkter med Crossfade-funktionalitet, der udglatter overgangene mellem de to splitpunkter.  

Nord Piano er et dedikeret Stage Piano med 88 vægtede tangenter med Triple Sensor Virtual Hammer Action Technology. Disse eksklusive Nord tangenter simulerer hammer bevægelser i et Grand Piano med enestående autenticitet og dynamisk respons. Keyboardets Triple Sensor teknik gør det muligt at analysere tangenternes bevægelser med utrolig høj præcision, hvilket gør det muligt at spille mere dynamisk med en forbløffende kontrol, uanset anslagsstyrke. ","piano4.jpeg",18250,16499,6,15,1,"2023-10-17 07:38:54","2023-10-17 07:38:54"
35,595579,"FP-10 Black","fp-10_black","Kompakt og letvægts stagepiano med 88 PHA-4 vægtede tangenter med Escapement og Ivory Feel, Bluetooth, SuperNATURAL piano lydprocessor, indbygget højttalersystem.","Kompakt og letvægts stagepiano med 88 PHA-4 vægtede tangenter med Escapement og Ivory Feel, Bluetooth, SuperNATURAL piano lydprocessor, indbygget højttalersystem.
Når inspirationen er over dig, så tag plads ved et af Rolands berømte FP-serie pianoer; her basismodellen FP-10. Dette prisbillige digitalpiano er altid ”kampklar”, med en autentisk spillefornemmelse på det 88-tangenters PHA-4 Standard klaviatur med Escapement og Ivory Feel. Spil med de udtryksfulde SuperNATURAL klaverlyde via de indbyggede højttalere eller hovedtelefoner. Med sit transportable, pladsbesparende design, er FP-10 det ideelle instrument til brug i hjemmet, uanset om du øver teknikker i dit soveværelse eller giver koncerter i stuen. Bluetooth-forbindelse og smarte integrerede funktioner gør, at instrumentet tilbyder en anden funktionalitet end andre digitale modeller til denne pris.

Highlights
Overtonerig og responsiv lyd fra Rolands berømte SuperNATURAL Piano lyde
88-key hammer-action tangenter i et kompakt kabinet
PHA-4 Standard klaviatur der giver en autentisk klaverfornemmelse med maksimale udtryksmuligheder
15 lyde, 96 toners polyfoni
Hovedtelefonudgang og ”stille” klaviatur, der gør at du kan spille når som helst uden at forstyrre andre
Indbyggede højttalere der gengiver dit spil med en udtryksfuld lyd
Indbygget Bluetooth MIDI/USB MIDI interface så du kan tilslutte til Garageband, computere, DAW software
Rolands Piano Partner 2 app gør, at du nemt vælger lyd, starter metronomen m.m. fra din smartphone
Twin Piano Mode er den ideelle løsning til klaverundervisning, så elev og lærer kan spille side om side i de samme oktaver
Dimensioner 1,284 x 258 x 149 mm
Vægt 12,3 kg
","FP-10-black.jpeg",3990,0,4,16,1,"2023-10-17 07:38:54","2023-10-17 07:38:54"
36,322018,"MPK249","mpk249","MIDI-controller og keyboard med 49 semi-vægtede anslagsfølsomme tangenter, aftertouch, 16 drumpads, 8 dreje- og 8 skyde-controllers.","MIDI-controller og keyboard med 49 semi-vægtede anslagsfølsomme tangenter, aftertouch, 16 drumpads, 8 dreje- og 8 skyde-controllers.
MPK-serien byder på et slankt design, RGB baggrundsbelyste trigger pads, og 20-tegns LCD-skærm med overskuelig og stor parameter oversigt. MPK249 kan sende Qwerty-style kommandoer og man får en imponerende række af knapper, drejeknapper og tromme pads som gør det til en leg at arbejde med musik på computer. MPK leveres med en softwarepakke indeholdende bl.a. Ableton Live Lite og MPC Essentials - et samplebaseret groove produktion program, samt spectral morphing synth Twist fra SONiVOX. ","MPK249.jpeg",2799,0,8,17,1,"2023-10-17 07:38:54","2023-10-17 07:38:54"
37,512892,"LPK 25 Wireless","lpk_25_wireless","USB MIDI-minikeyboard med 25 anslagsdynamiske tangenter, trådløs Bluetooth MIDI for iOS og Mac OS X, arpeggiator og 4 hukommelsespladser.","USB MIDI-minikeyboard med 25 anslagsdynamiske tangenter, trådløs Bluetooth MIDI for iOS og Mac OS X, arpeggiator og 4 hukommelsespladser.
LPK25 Wireless er et ultra kompakt trådløst (for iOS og Mac OS X) USB MIDI-keyboard designet for musikere, producenter og DJs som vil have sit musikværktøj med over alt. Med trådløs MIDI over Blueotooth og batteridrift kan du fortsætte arbejdet i bussen eller på stranden, noget som gør LPK-designet endnu mere flexibelt end tidligere. Keyboardspillere som ønsker at arbejde med software på bærbare computere får her et klaviatur som ikke er større end at det kan transporteres i tasken til den bærbare. Det lille keyboard har 25 anslagsfølsomme mini-tangenter, oktav op/ned, sustain og tap-tempo. En indbygget arpeggiator gør det enkelt at skabe nye melodiske ideer, og fire hukommelsesbanker sikrer enkel adgang til gemte indstillinger for de enkelte funktioner. Kan køre trådløst af AA-batterier i op til 12 timer.","LPK25-wireless.jpg",569,0,11,17,1,"2023-10-17 07:38:54","2023-10-17 07:38:54"
38,585694,"Fire","fire","Dedikeret hardware-controller til FL Studio med 4 x 16 anslagsdynamiske RGB pads, 4 berøringsfølsomme knapper, transportkontroller. Inklusive FL Studio Fruity Fire Edition.","Dedikeret hardware-controller til FL Studio med 4 x 16 anslagsdynamiske RGB pads, 4 berøringsfølsomme knapper, transportkontroller. Inklusive FL Studio Fruity Fire Edition.
FIRE er verdens første dedikerede controller til FL Studio. FIRE, som er produceret i tæt samarbejde med softwareproducenten Image-Line, er smart, ultra-bærbar og konstrueret med fokus på workflow og minutiøst kontrol over FL Studio's kernefunktioner. Controlleren gør det muligt at få mest muligt ud af FL Studios kritikerroste produktions egenskaber. ","akai-fire.jpeg",1499,999,2,17,1,"2023-10-17 07:38:54","2023-10-17 07:38:54"
39,525763,"Seaboard BLOCK","seaboard_block","MIDI-controller og keyboard med 5-dimensionel berøringsoverflade. 24 tangenter, trådløs over Bluetooth. Inkl. software NOISE, Ækvator Player, BLOCKS Dashboard og MaxMSP.","MIDI-controller og keyboard med 5-dimensionel berøringsoverflade. 24 tangenter, trådløs over Bluetooth. Inkl. software NOISE, Ækvator Player, BLOCKS Dashboard og MaxMSP.
Seaboard BLOCK er et revolutionerende MIDI-keyboard, hvor tangentspillere kan få et helt nyt niveau af udtryksmuligheder, takket være keyboardets fem-dimensionale berøringsflade. Ved at spille på disse unikke ""tangentbølger"" former man lyden gennem intuitive berøringer, som ved at slå til tangenten, trykke den ned, lave vibrato med fingeren på samme måde som på en streng, løfte fingeren, glide fra venstre til højre eller op og ned. Roli Seaboard BLOCK kan nemt parres med andre Block produkter eller flere Seaboard Block takket være sine magnetiske DNA kontakter.","seaboard-block.jpeg",2090,0,13,18,1,"2023-10-17 07:38:54","2023-10-17 07:38:54"
40,479621,"microKEY2-49","microkey2-49","MIDI-keyboard med 49 Natural Touch mini tangenter og USB bus-powered tilslutning. Inkl. software og rabatkoder fra Korg.","MIDI-keyboard med 49 Natural Touch mini tangenter og USB bus-powered tilslutning. Inkl. software og rabatkoder fra Korg.
Du behøver bare et enkelt USB-kabel mellem keyboard og Mac/Win, iPad og iPhone, og du er klar til at spille på softwareinstrumenter som KORG Gadget, KORG Module, GarageBand, eller ethvert andet MIDI-kompatibelt musikprogram. microKEY2 er et perfekt valg til den bærbare til indspilning og kontrol af dit musik software.

Med keyboardet medfølger en softwarepakke i form af en software licens kupon og instruktion om download. Apps for iPad/iPhone: Korg Gadget Le, Korg Module Le for iPad og Korg Module Le for iPhone. Software for Mac/Windows: Korg M1 Le, Lounge Lizard Session, Ultra Analog Session, Applied Acoustics Systems Strum Session, Reason Limited og UVI Digital Synsations. 

Der medfølger også en Korg Kontrol Editor, som er en dedikeret software editor for Mac og Windows hvormed man kan specialopsætte sit keyboard til egne præferencer inklusive finjustering af velocity kurver.
","microKEY49.jpeg",795,0,32,14,1,"2023-10-17 07:38:54","2023-10-17 07:38:54"
41,457790,"Mother-32","mother-32","Semi-modulær synth i desktop udførsel med 32-punkts patchbay, voltage-controlled 32-step sequencer, sort aluminiums kabinet med traditionelle træ-sidestykker.","Semi-modulær synth i desktop udførsel med 32-punkts patchbay, voltage-controlled 32-step sequencer, sort aluminiums kabinet med traditionelle træ-sidestykker.
Mother-32 er en 100 % analog semi-modulær synth i desktop udførsel. Et semi-modulært design betyder at man ikke behøver at starte med at patche kabler op for at få lyd, men kan starte med at nyde stor fed analog lyd med det samme. Når behovet opstår, kan man begynde at benytte det omfattende 32-punkts patchbay med de 5 medfølgende patchkabler, hvilket låser op for virkelig udtryksfulde, unikke og komplekse syntese kapaciteter. Patchbay giver også adgang til et væld af funktioner, herunder CV udgangsstik, MIDI til CV konvertering, ekstern lydindgang, en anden voltage-controlled mixer, sync, og sammenkobling af flere enheder. Mother-32 er håndlavet på Moogs fabrik i Asheville, USA og er omhyggeligt udformet i sort laserætset aluminiums kabinet med traditionelle træ-sidestykker.","moog-mother.jpeg",4499,0,3,19,1,"2023-10-17 07:38:54","2023-10-17 07:38:54"
